,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,job_role_Analyst,job_role_Designer,job_role_Developer,job_role_Manager,job_role_Marketer,job_role_Writer,deadline_pressure_level_High,deadline_pressure_level_Low,deadline_pressure_level_Medium,productivity_score
2239,15,10.3,36.5,16.4,1.4,2.5,7.6,0.5,9,5.3,8.7,4.4,1,0,0,0,0,0,0,1,0,82.4
2240,2,7.8,17.2,27.8,1.3,13.2,10.3,0.87,9,4.0,2.3,10.0,0,0,1,0,0,0,0,0,1,50.3
2241,6,9.8,25.8,27.6,1.3,2.0,5.9,3.63,6,5.2,6.1,6.31,0,0,0,0,0,1,0,1,0,61.5
2242,16,12.4,21.2,16.4,0.8,4.9,8.5,3.65,8,4.6,7.6,5.22,0,0,1,0,0,0,0,1,0,67.9
2243,5,2.6,12.4,24.3,0.2,12.3,13.1,2.17,5,5.2,6.2,6.25,0,0,0,1,0,0,0,1,0,61.6
2244,2,11.9,28.3,25.8,2.7,7.2,6.4,2.31,7,6.0,1.8,10.0,0,0,0,0,1,0,1,0,0,57.4
2245,8,15.2,41.2,19.4,1.5,4.7,4.1,4.06,6,3.6,3.2,10.0,0,0,1,0,0,0,1,0,0,50.3
2246,7,3.4,9.8,29.5,5.7,8.9,8.7,0.1,3,4.6,4.1,9.46,0,0,0,1,0,0,0,0,1,63.7
2247,17,10.1,26.5,26.7,0.3,11.0,9.3,0.32,4,2.2,2.6,10.0,0,0,0,0,0,1,0,0,1,63.4
2248,13,12.8,21.4,18.4,0.4,6.8,8.6,1.86,5,3.9,6.5,6.03,0,0,1,0,0,0,0,1,0,73.7
2249,10,17.3,45.0,10.0,6.6,6.0,8.2,0.1,3,6.3,4.7,10.0,0,0,1,0,0,0,1,0,0,86.1
2250,1,10.3,29.1,24.6,1.1,6.4,5.7,0.44,4,4.7,4.2,9.38,0,0,0,0,0,1,0,0,1,61.0
2251,19,1.4,6.2,26.4,0.8,2.2,7.7,3.03,1,4.9,8.5,4.55,0,1,0,0,0,0,0,1,0,71.2
2252,1,16.2,44.0,19.4,0.6,9.8,8.1,1.94,6,5.8,4.7,7.37,0,0,0,0,1,0,0,1,0,70.5
2253,2,7.4,15.8,17.5,0.1,4.5,13.6,2.39,6,6.1,5.6,9.96,0,0,1,0,0,0,1,0,0,47.6
2254,10,8.7,21.1,19.9,0.8,6.1,4.7,3.37,1,5.2,7.3,5.43,0,1,0,0,0,0,0,1,0,74.9
2255,3,8.7,26.3,18.0,1.1,4.3,5.1,5.15,3,5.6,5.2,10.0,0,0,0,0,1,0,1,0,0,44.8
2256,10,20.1,55.1,14.5,4.0,6.6,11.9,0.1,4,4.2,4.2,9.37,0,0,1,0,0,0,0,0,1,84.2
2257,1,7.8,11.4,25.2,0.6,6.2,9.3,1.96,1,5.9,6.2,6.25,1,0,0,0,0,0,0,1,0,52.8
2258,16,5.2,20.3,25.3,1.4,11.7,9.2,3.82,5,4.9,3.9,9.58,0,0,0,1,0,0,0,0,1,63.5
2259,17,3.8,10.3,31.2,0.6,6.5,10.8,3.54,2,3.2,2.6,10.0,0,0,1,0,0,0,1,0,0,48.7
2260,8,21.1,59.5,10.2,0.3,5.4,5.4,3.33,6,4.2,3.8,10.0,0,0,1,0,0,0,1,0,0,67.1
2261,11,21.6,47.8,12.2,0.7,4.7,8.4,5.44,7,5.1,4.9,8.86,0,0,1,0,0,0,0,0,1,71.5
2262,13,7.3,17.9,25.9,1.0,9.3,11.6,3.68,4,3.9,5.4,6.85,1,0,0,0,0,0,0,1,0,53.0
2263,3,10.4,29.8,30.4,2.3,1.9,2.1,4.05,5,5.9,2.3,10.0,0,1,0,0,0,0,1,0,0,59.7
2264,12,25.7,66.0,12.3,1.2,4.9,8.0,2.18,9,6.4,5.3,6.92,0,0,1,0,0,0,0,1,0,98.7
2265,8,9.3,11.1,30.5,1.3,5.0,6.7,2.93,7,4.6,4.8,7.29,0,1,0,0,0,0,0,1,0,45.4
2266,4,13.9,28.0,21.0,1.8,4.9,7.3,4.97,4,6.5,6.1,6.34,0,0,1,0,0,0,0,1,0,64.5
2267,11,9.5,23.5,24.1,0.8,15.6,12.8,4.86,2,4.4,2.2,10.0,0,0,0,1,0,0,0,0,1,53.9
2268,13,18.4,38.5,17.2,1.7,1.0,7.5,4.46,10,6.1,6.9,5.75,0,0,0,0,0,1,0,1,0,77.4
2269,1,2.9,1.1,30.7,2.0,4.5,7.1,0.9,2,5.1,5.0,8.79,0,1,0,0,0,0,0,0,1,39.9
2270,6,13.0,34.4,24.0,1.4,2.7,7.6,2.37,8,7.3,3.1,10.0,1,0,0,0,0,0,1,0,0,76.4
2271,14,0.4,0.5,23.7,1.1,5.3,11.3,1.1,6,4.8,5.6,9.96,0,1,0,0,0,0,1,0,0,56.4
2272,2,4.5,8.8,35.0,1.9,18.3,12.5,0.96,8,4.0,1.0,10.0,0,0,0,1,0,0,0,0,1,34.4
2273,7,22.2,56.0,19.4,2.8,1.0,4.1,1.11,1,5.8,5.4,6.86,0,0,0,0,0,1,0,1,0,92.8
2274,7,20.1,49.6,19.0,1.2,12.1,10.2,4.84,9,4.7,1.0,10.0,0,0,0,0,0,1,1,0,0,62.5
2275,5,8.0,13.5,21.9,0.6,5.7,9.3,4.04,5,5.7,4.1,10.0,0,1,0,0,0,0,1,0,0,40.4
2276,19,24.0,60.8,10.0,2.5,6.2,8.5,0.1,1,5.8,2.9,10.0,0,0,1,0,0,0,1,0,0,100.0
2277,13,10.3,22.4,28.7,2.7,9.7,7.9,2.65,5,3.0,1.0,10.0,1,0,0,0,0,0,1,0,0,52.5
2278,13,7.0,21.5,25.6,1.0,12.4,14.0,1.71,7,2.9,1.8,10.0,0,0,0,1,0,0,1,0,0,57.0
2279,14,2.5,10.7,30.2,1.5,8.2,9.9,0.1,8,4.0,5.8,6.55,1,0,0,0,0,0,0,1,0,68.6
2280,8,13.1,40.5,21.6,2.6,5.4,7.8,4.02,3,4.2,6.0,6.41,0,0,0,0,1,0,0,1,0,66.4
2281,19,8.0,22.8,22.0,3.3,9.3,10.3,1.2,2,5.2,4.7,9.01,0,0,1,0,0,0,0,0,1,73.5
2282,10,16.3,39.3,17.8,0.8,6.6,8.2,1.48,4,4.8,5.8,6.54,0,0,1,0,0,0,0,1,0,80.6
2283,11,11.7,34.4,18.0,4.2,14.5,13.9,1.23,7,4.0,1.9,10.0,0,0,1,0,0,0,1,0,0,65.9
2284,20,28.4,73.0,10.0,1.7,1.0,4.1,0.43,5,5.6,3.2,10.0,0,0,1,0,0,0,1,0,0,100.0
2285,6,9.6,20.9,22.0,1.0,8.3,8.7,0.49,6,4.0,4.5,9.14,0,1,0,0,0,0,0,0,1,58.9
2286,3,10.3,25.9,21.3,0.4,4.3,8.8,5.24,8,6.8,5.5,8.4,1,0,0,0,0,0,0,0,1,50.1
2287,4,9.0,16.4,27.7,3.0,7.8,8.7,0.81,9,4.6,1.9,10.0,1,0,0,0,0,0,1,0,0,48.9
2288,18,8.0,24.1,29.4,1.1,10.7,13.9,1.93,5,2.8,2.5,10.0,0,0,0,0,1,0,0,0,1,53.0
2289,5,9.9,21.2,18.2,2.2,16.2,14.8,3.29,5,1.7,4.9,7.21,0,0,0,1,0,0,0,1,0,40.9
2290,11,4.8,9.5,33.5,1.5,6.6,7.7,0.81,5,4.6,1.8,10.0,1,0,0,0,0,0,1,0,0,61.3
2291,9,7.4,12.0,22.7,3.2,6.8,8.5,2.19,6,4.5,5.3,8.56,0,0,0,1,0,0,0,0,1,51.1
2292,5,5.2,12.8,25.4,1.5,11.0,10.0,1.03,3,3.9,5.6,6.7,0,0,0,1,0,0,0,1,0,58.8
2293,16,18.6,43.3,16.6,2.9,2.9,7.4,0.73,2,4.8,5.0,8.79,0,0,1,0,0,0,0,0,1,99.8
2294,16,6.7,14.3,23.0,5.9,8.8,10.8,0.1,2,2.6,4.9,8.86,1,0,0,0,0,0,0,0,1,56.0
2295,13,16.5,36.5,21.6,1.6,8.3,7.7,2.44,6,4.6,2.9,10.0,0,0,1,0,0,0,0,0,1,63.5
2296,19,21.6,49.5,31.2,7.1,8.2,9.5,0.1,9,5.0,1.0,10.0,0,0,1,0,0,0,0,1,0,81.4
2297,14,6.3,17.8,22.0,2.2,7.7,8.6,0.21,1,3.5,4.0,10.0,0,0,0,1,0,0,1,0,0,61.6
2298,3,10.1,26.7,10.0,2.4,2.5,4.5,0.1,4,6.9,7.4,8.66,0,0,1,0,0,0,1,0,0,75.2
2299,10,13.3,34.1,12.9,1.1,1.0,2.6,3.09,7,4.3,6.2,9.53,1,0,0,0,0,0,1,0,0,68.2
2300,13,7.7,10.9,29.1,1.7,6.2,10.1,1.74,1,4.0,3.7,9.73,1,0,0,0,0,0,0,0,1,51.9
2301,19,6.8,14.6,24.0,1.3,17.6,12.8,0.1,9,3.1,3.9,7.95,0,0,0,1,0,0,0,1,0,70.8
2302,3,10.0,32.4,28.4,1.0,1.0,4.2,2.6,9,7.5,6.2,6.26,0,0,0,0,1,0,0,1,0,75.3
2303,1,19.6,47.0,22.8,2.3,4.0,8.6,2.92,2,6.1,1.4,10.0,0,0,0,0,0,1,1,0,0,60.8
2304,6,12.7,33.7,18.8,2.1,4.1,6.8,1.43,4,6.1,5.6,8.34,0,0,0,0,1,0,0,0,1,73.9
2305,1,10.3,21.3,20.4,3.3,8.1,8.0,0.1,4,3.3,3.3,10.0,0,0,1,0,0,0,1,0,0,57.5
2306,20,6.4,17.6,24.6,3.9,4.6,3.9,0.1,2,6.0,7.1,5.59,0,1,0,0,0,0,0,1,0,81.0
2307,18,12.6,28.8,26.3,0.4,7.1,7.5,0.1,5,6.1,1.5,10.0,0,0,0,0,0,1,1,0,0,77.7
2308,3,7.1,24.2,28.3,2.0,2.3,5.6,0.96,10,5.5,5.1,8.71,0,1,0,0,0,0,0,0,1,59.2
2309,12,23.9,53.7,16.1,2.8,14.5,12.4,2.78,9,3.8,1.0,10.0,0,0,1,0,0,0,1,0,0,65.5
2310,10,7.8,17.7,31.6,1.0,15.1,13.0,3.03,7,3.3,1.0,10.0,0,0,0,1,0,0,0,0,1,47.1
2311,2,14.2,34.0,23.8,0.3,5.2,11.7,1.41,10,4.7,5.2,6.99,0,0,1,0,0,0,0,1,0,74.5
2312,15,22.2,65.1,10.0,1.4,4.5,6.3,4.42,5,3.4,5.3,8.55,0,0,1,0,0,0,0,0,1,73.0
2313,5,4.2,7.3,21.4,2.0,4.1,6.1,0.84,10,4.7,8.6,4.48,1,0,0,0,0,0,0,1,0,72.2
2314,14,5.2,16.1,15.9,3.8,20.4,15.7,0.1,5,1.3,4.1,9.44,0,0,0,1,0,0,0,0,1,51.4
2315,4,9.2,18.4,25.3,2.5,5.9,3.5,1.22,7,6.3,5.9,6.47,0,0,0,0,1,0,0,1,0,79.0
2316,9,17.0,45.4,10.6,2.1,1.4,3.8,0.45,6,7.2,5.8,9.84,0,0,1,0,0,0,1,0,0,93.0
2317,2,6.2,19.6,22.9,5.5,7.9,7.4,0.93,2,4.6,5.2,8.62,1,0,0,0,0,0,0,0,1,61.1
2318,9,6.0,15.7,16.9,1.3,6.6,7.9,2.42,8,4.2,5.6,9.97,1,0,0,0,0,0,1,0,0,58.0
2319,13,24.9,57.5,27.1,1.0,1.3,5.4,3.64,2,6.0,1.2,10.0,0,0,1,0,0,0,0,0,1,75.6
2320,5,11.1,22.5,30.4,0.5,7.8,8.3,0.61,5,5.4,3.7,8.11,0,0,0,0,1,0,0,1,0,71.9
2321,1,13.8,34.4,16.1,1.6,10.6,7.4,1.64,7,3.4,4.4,9.23,0,0,1,0,0,0,0,0,1,56.1
2322,15,3.9,10.5,29.2,1.6,1.0,6.7,1.76,5,5.6,6.0,8.05,0,0,1,0,0,0,0,0,1,68.3
2323,10,0.1,2.7,26.0,3.0,18.5,12.8,0.1,9,1.3,4.8,7.28,0,0,0,1,0,0,0,1,0,45.5
2324,6,2.3,8.4,32.5,1.6,12.6,10.8,3.3,5,3.1,2.7,10.0,0,0,0,1,0,0,0,0,1,52.3
2325,16,16.6,42.8,22.6,4.3,1.0,4.2,1.66,6,5.7,2.9,10.0,0,0,1,0,0,0,1,0,0,81.5
2326,4,13.1,33.0,24.0,1.8,8.0,11.2,1.89,7,4.8,1.7,10.0,0,0,0,0,0,1,1,0,0,60.3
2327,16,23.2,62.5,10.0,4.3,7.8,8.0,0.1,4,5.5,4.2,9.36,0,0,0,0,0,1,0,0,1,98.0
2328,19,7.3,9.8,35.4,4.7,6.5,10.3,0.1,8,4.5,2.2,10.0,0,0,0,0,0,1,0,0,1,63.9
2329,9,5.6,21.9,16.3,2.5,5.6,7.5,2.45,4,3.6,9.1,4.1,0,1,0,0,0,0,0,1,0,64.5
2330,17,15.4,42.0,21.5,1.3,1.0,7.8,3.53,5,5.5,3.5,10.0,0,0,1,0,0,0,1,0,0,76.6
2331,12,3.8,7.3,19.8,3.0,2.7,7.4,3.6,3,6.0,6.4,9.38,0,0,1,0,0,0,1,0,0,54.9
2332,13,13.0,28.7,24.7,2.7,2.8,9.2,2.73,2,7.0,4.4,9.23,1,0,0,0,0,0,0,0,1,76.3
2333,11,4.3,13.1,18.5,0.3,6.4,9.2,2.82,5,6.3,8.7,4.4,1,0,0,0,0,0,0,1,0,72.2
2334,3,11.9,26.1,21.2,4.1,5.7,6.2,0.14,6,4.9,3.3,10.0,1,0,0,0,0,0,1,0,0,50.3
2335,11,9.6,20.8,19.4,0.2,23.8,14.3,2.54,5,1.1,1.3,10.0,0,0,0,1,0,0,0,0,1,49.8
2336,17,20.0,44.9,10.0,0.3,1.0,5.5,3.22,5,4.6,8.2,4.76,0,0,1,0,0,0,0,1,0,89.0
2337,14,7.5,13.6,21.9,0.4,12.2,9.3,2.91,10,3.8,4.1,9.45,0,0,0,1,0,0,0,0,1,52.5
2338,6,13.8,29.7,23.2,2.7,8.1,3.9,3.02,8,5.7,3.2,10.0,0,0,1,0,0,0,0,0,1,58.5
2339,14,3.3,14.8,17.8,1.7,4.9,3.4,1.54,1,5.4,9.5,3.81,0,1,0,0,0,0,0,1,0,87.9
2340,16,7.1,15.8,21.5,1.0,15.1,13.0,3.28,1,4.1,5.1,7.07,0,0,0,1,0,0,0,1,0,64.4
2341,14,10.4,25.5,27.7,1.9,8.2,7.6,1.65,10,5.5,4.4,7.58,0,0,0,0,0,1,0,1,0,68.6
2342,14,14.4,39.1,20.6,3.6,5.4,7.6,0.1,7,5.1,4.4,9.22,0,0,1,0,0,0,0,0,1,83.3
2343,15,7.5,18.3,21.0,1.0,14.7,8.4,0.76,10,1.2,3.7,9.74,0,0,0,1,0,0,0,0,1,49.0
2344,13,11.0,21.9,24.9,1.1,1.0,8.2,4.26,6,6.9,5.3,8.56,0,0,0,0,1,0,0,0,1,75.1
2345,15,5.7,8.0,27.4,0.5,6.1,9.5,4.11,3,4.6,3.2,10.0,1,0,0,0,0,0,1,0,0,48.3
2346,14,13.0,25.1,19.9,1.8,6.1,4.4,0.38,6,5.1,6.2,6.24,1,0,0,0,0,0,0,1,0,81.0
2347,1,13.2,33.2,11.9,2.4,1.0,6.3,4.63,4,6.8,8.0,6.57,0,0,0,0,1,0,0,0,1,70.7
2348,18,17.0,44.7,27.3,2.2,1.0,4.3,3.37,2,6.4,1.7,10.0,0,0,0,0,0,1,1,0,0,70.3
2349,19,15.8,42.5,11.8,0.9,4.5,5.1,4.52,7,6.2,8.0,4.93,0,0,1,0,0,0,0,1,0,91.2
2350,16,12.8,32.7,21.3,3.2,7.5,9.0,2.1,4,5.6,5.6,6.7,0,0,1,0,0,0,0,1,0,86.2
2351,11,15.3,34.5,18.2,2.8,9.8,11.8,0.52,9,4.4,2.2,10.0,0,0,0,0,1,0,1,0,0,60.4
2352,12,1.5,0.5,23.6,1.5,1.0,5.0,0.1,7,7.3,6.5,9.32,0,1,0,0,0,0,1,0,0,70.9
2353,3,14.2,34.6,17.6,2.1,12.7,13.5,1.56,9,2.8,3.4,9.97,0,0,0,0,1,0,0,0,1,55.5
2354,11,8.1,19.8,23.1,0.9,6.5,7.3,3.61,2,4.5,3.6,10.0,1,0,0,0,0,0,1,0,0,47.4
2355,4,4.5,11.5,33.4,0.9,12.9,10.3,2.59,6,4.1,3.3,8.4,0,0,0,1,0,0,0,1,0,33.9
2356,4,10.4,23.3,21.3,0.8,1.0,5.7,4.7,9,5.4,4.8,10.0,0,1,0,0,0,0,1,0,0,44.8
2357,11,9.2,24.2,22.6,1.3,3.8,4.6,0.13,6,5.8,5.6,8.34,0,0,0,0,1,0,0,0,1,79.8
2358,2,9.2,15.8,36.5,0.8,2.2,8.4,0.9,5,5.7,2.5,10.0,0,1,0,0,0,0,0,0,1,49.9
2359,2,0.0,0.0,28.2,2.3,3.0,6.4,2.07,2,6.2,8.2,4.77,1,0,0,0,0,0,0,1,0,65.0
2360,2,16.8,46.9,10.0,0.7,7.2,8.3,5.01,8,3.8,6.0,8.04,0,0,1,0,0,0,0,0,1,48.9
2361,4,18.6,45.2,17.8,2.4,12.5,13.0,1.41,1,3.6,3.8,8.03,0,0,1,0,0,0,0,1,0,72.2
2362,19,8.6,21.1,35.4,2.7,19.4,12.8,3.37,2,3.5,1.0,10.0,0,0,0,1,0,0,0,0,1,57.7
2363,19,0.0,2.0,27.8,0.8,3.0,4.7,2.22,9,5.1,5.3,10.0,0,1,0,0,0,0,1,0,0,57.3
2364,6,15.2,40.3,21.2,3.6,7.9,8.8,1.0,10,5.1,3.4,9.96,0,0,1,0,0,0,0,0,1,69.9
2365,2,2.2,8.1,29.3,0.8,2.7,4.5,4.08,10,5.7,7.4,5.35,0,1,0,0,0,0,0,1,0,45.3
2366,11,5.6,22.1,17.2,1.2,22.7,20.0,2.33,2,1.3,1.6,10.0,0,0,0,1,0,0,1,0,0,38.1
2367,3,10.5,32.4,12.2,4.2,1.0,9.3,0.1,2,3.0,10.0,3.42,0,0,0,0,1,0,0,1,0,71.1
2368,10,10.8,24.7,30.8,0.2,1.0,3.4,2.21,2,5.5,3.8,9.66,1,0,0,0,0,0,0,0,1,65.0
2369,14,8.2,21.1,18.4,2.0,9.3,8.7,3.25,7,3.0,4.0,10.0,0,0,0,0,0,1,1,0,0,50.5
2370,20,9.1,17.1,21.9,0.3,6.4,5.7,4.8,9,5.2,6.6,5.94,0,0,0,0,1,0,0,1,0,68.8
2371,17,2.8,5.5,38.5,3.2,3.3,7.5,0.68,5,4.4,4.9,7.23,0,1,0,0,0,0,0,1,0,68.3
2372,5,13.7,27.4,28.8,3.3,6.8,9.8,2.82,6,4.5,2.2,10.0,0,0,1,0,0,0,0,0,1,56.0
2373,11,14.3,35.2,29.0,1.6,11.1,9.1,2.86,6,1.3,1.0,10.0,1,0,0,0,0,0,0,0,1,60.1
2374,18,6.6,21.0,24.3,0.9,6.1,6.7,3.17,6,4.2,5.2,8.62,0,1,0,0,0,0,0,0,1,56.1
2375,8,11.1,34.9,18.0,3.0,7.3,5.2,0.1,9,3.9,6.9,5.73,0,0,0,0,1,0,0,1,0,75.7
2376,13,12.9,25.4,18.7,3.4,6.4,8.3,0.1,3,5.1,3.5,10.0,1,0,0,0,0,0,1,0,0,67.5
2377,12,12.1,24.9,15.3,1.2,12.8,11.2,2.96,4,3.3,2.9,10.0,0,0,1,0,0,0,1,0,0,54.0
2378,10,10.4,24.9,23.6,2.8,1.5,7.5,4.0,1,3.4,4.1,10.0,1,0,0,0,0,0,1,0,0,49.9
2379,4,11.6,27.1,26.0,1.3,7.9,8.2,2.45,4,3.5,1.6,10.0,0,0,0,0,1,0,1,0,0,46.8
2380,1,10.8,37.9,15.9,1.5,4.7,7.2,1.82,6,4.6,8.1,4.83,0,0,1,0,0,0,0,1,0,74.9
2381,11,22.7,56.0,10.0,1.3,4.6,5.1,4.41,9,4.5,5.2,8.64,0,0,1,0,0,0,0,0,1,67.3
2382,3,1.7,2.4,25.3,0.9,5.7,11.1,0.68,8,4.3,6.3,7.81,0,0,0,0,1,0,0,0,1,53.1
2383,16,8.9,23.8,14.8,2.1,6.2,12.8,1.1,1,4.1,8.5,4.54,1,0,0,0,0,0,0,1,0,79.2
2384,5,3.2,10.0,23.1,1.7,5.2,11.7,1.4,5,4.2,6.6,7.59,0,1,0,0,0,0,0,0,1,64.1
2385,15,14.1,34.0,20.8,1.2,1.0,6.1,2.34,3,4.6,5.5,8.4,1,0,0,0,0,0,0,0,1,69.0
2386,15,7.3,17.4,20.1,1.1,1.0,3.9,2.85,6,5.3,5.9,9.75,0,1,0,0,0,0,1,0,0,62.7
2387,3,16.2,45.8,17.4,2.0,1.8,2.3,2.35,1,5.8,7.2,5.52,0,0,0,0,0,1,0,1,0,74.9
2388,11,3.1,6.6,27.7,1.5,6.9,8.4,2.05,10,5.2,5.1,8.71,1,0,0,0,0,0,0,0,1,58.7
2389,14,6.3,13.9,31.8,2.0,10.3,11.9,3.09,7,5.6,3.9,7.95,0,1,0,0,0,0,0,1,0,62.1
2390,5,9.2,29.4,19.4,0.6,7.0,11.4,3.15,9,3.7,7.1,5.59,0,0,0,1,0,0,0,1,0,58.0
2391,7,9.1,20.3,26.2,0.9,9.0,8.4,1.29,4,4.4,3.4,9.96,0,0,0,0,1,0,0,0,1,54.9
2392,6,5.3,7.3,29.0,0.7,6.8,10.3,4.07,2,3.2,4.2,9.37,0,0,0,1,0,0,0,0,1,39.0
2393,2,1.3,1.8,21.3,3.6,6.6,8.0,0.1,8,6.8,7.2,7.15,0,1,0,0,0,0,0,0,1,56.8
2394,13,13.7,43.3,15.2,2.3,4.8,8.0,2.17,10,4.4,7.6,5.22,0,0,0,0,1,0,0,1,0,85.0
2395,6,7.8,19.7,24.7,0.6,3.2,6.9,4.68,1,3.9,4.1,10.0,0,0,0,0,1,0,1,0,0,46.6
2396,12,15.8,41.4,25.2,5.4,6.1,9.3,0.39,7,5.0,2.7,10.0,0,0,1,0,0,0,0,0,1,82.2
2397,18,13.0,26.3,14.7,2.5,8.0,12.2,1.78,1,6.2,5.6,8.34,0,0,1,0,0,0,0,0,1,77.9
2398,7,4.5,8.1,29.7,4.7,5.5,8.0,2.87,2,4.8,6.1,6.33,0,1,0,0,0,0,0,1,0,62.8
2399,15,9.0,14.5,31.5,0.4,8.3,8.9,4.55,7,2.8,2.3,10.0,1,0,0,0,0,0,0,0,1,48.0
2400,14,22.8,52.7,14.2,1.9,6.4,10.5,1.02,9,5.2,3.6,9.8,0,0,1,0,0,0,0,0,1,87.6
2401,6,5.4,12.0,28.9,2.0,5.6,8.9,0.7,10,5.0,6.0,6.39,1,0,0,0,0,0,0,1,0,67.8
2402,20,20.1,51.2,19.7,1.5,4.3,7.3,0.1,10,5.1,5.0,7.15,0,0,1,0,0,0,0,1,0,100.0
2403,11,15.0,31.1,30.1,2.8,2.6,8.2,1.58,4,5.9,4.1,7.81,0,0,0,0,0,1,0,1,0,69.7
2404,10,14.4,25.5,29.6,0.9,6.8,5.3,1.09,10,4.7,1.0,10.0,0,0,1,0,0,0,1,0,0,65.4
2405,20,11.6,33.4,21.0,0.6,9.6,9.4,1.25,4,4.1,5.4,6.83,0,0,0,0,1,0,0,1,0,87.1
2406,17,5.6,19.7,33.2,2.3,6.4,6.2,1.25,7,4.4,1.7,10.0,1,0,0,0,0,0,1,0,0,65.0
2407,7,19.5,43.3,10.6,0.4,6.2,6.0,6.04,3,3.9,5.4,8.48,0,0,1,0,0,0,0,0,1,50.8
2408,5,7.4,19.7,31.3,4.4,2.4,7.7,0.1,10,5.2,5.7,6.62,0,0,1,0,0,0,0,1,0,65.1
2409,1,25.6,70.5,10.0,0.6,5.0,12.6,4.68,1,5.1,5.8,6.54,0,0,0,0,0,1,0,1,0,78.6
2410,6,15.0,39.2,23.5,2.1,1.0,4.7,3.29,6,6.4,4.6,9.07,0,0,1,0,0,0,0,0,1,66.6
2411,4,9.4,23.4,32.4,1.4,3.6,10.3,1.99,6,5.0,4.6,7.42,0,0,0,0,1,0,0,1,0,62.3
2412,17,24.0,55.8,18.9,1.7,8.3,8.9,2.53,3,5.2,3.2,8.47,0,0,1,0,0,0,0,1,0,86.3
2413,1,8.3,23.6,11.0,2.4,9.1,12.1,2.37,2,5.4,5.9,9.75,0,0,0,1,0,0,1,0,0,55.6
2414,4,21.3,50.6,14.3,0.4,4.5,10.1,2.15,2,3.4,6.0,6.41,0,0,0,0,0,1,0,1,0,60.4
2415,10,10.5,25.3,14.3,0.8,1.0,7.1,3.27,6,5.3,9.6,3.75,0,0,0,0,1,0,0,1,0,76.1
2416,1,3.2,11.2,28.5,4.8,2.2,7.5,0.1,1,6.1,6.0,8.03,0,0,1,0,0,0,0,0,1,53.0
2417,18,15.3,32.7,22.2,1.8,2.5,7.9,0.16,6,6.0,4.5,9.15,1,0,0,0,0,0,0,0,1,77.7
2418,2,11.8,26.9,32.2,1.4,5.0,6.6,0.86,3,5.3,3.8,8.04,0,0,0,0,0,1,0,1,0,71.3
2419,7,14.9,32.5,18.4,2.3,1.0,6.1,1.28,3,2.7,4.4,10.0,1,0,0,0,0,0,1,0,0,49.9
2420,15,16.6,45.1,19.8,1.3,4.9,5.4,0.91,1,3.7,2.7,10.0,0,0,1,0,0,0,1,0,0,68.3
2421,14,15.4,40.4,20.3,0.3,7.0,11.3,2.66,1,4.8,3.8,9.66,0,0,1,0,0,0,0,0,1,82.2
2422,17,6.8,16.4,25.3,1.2,6.7,10.8,3.19,10,6.1,3.3,10.0,0,0,0,0,1,0,1,0,0,62.5
2423,20,6.0,15.4,32.5,0.8,2.4,7.6,0.92,10,6.6,5.8,6.55,1,0,0,0,0,0,0,1,0,86.0
2424,5,2.6,13.9,27.2,0.7,14.7,10.7,4.51,3,1.9,1.9,10.0,0,0,0,1,0,0,1,0,0,35.3
2425,9,0.0,0.0,34.0,2.4,4.1,5.8,1.61,4,5.6,5.0,8.79,1,0,0,0,0,0,0,0,1,50.7
2426,10,0.4,12.8,29.8,0.5,6.1,5.1,0.67,3,4.7,6.9,5.73,0,1,0,0,0,0,0,1,0,69.3
2427,4,14.4,38.9,17.7,0.2,1.8,3.4,2.64,3,7.1,7.5,5.28,0,0,0,0,1,0,0,1,0,78.3
2428,16,16.1,42.3,16.9,2.7,3.3,8.8,0.1,6,4.1,3.9,10.0,0,0,1,0,0,0,1,0,0,75.2
2429,4,9.5,22.0,30.6,4.1,5.3,9.6,0.1,9,6.3,3.2,10.0,0,0,0,0,0,1,0,0,1,61.2
2430,9,19.1,53.3,17.5,2.0,6.1,6.3,0.59,9,8.0,5.3,6.91,0,0,0,0,0,1,0,1,0,96.1
2431,13,1.9,0.0,24.9,4.7,11.7,12.9,2.17,10,3.6,4.9,8.86,0,0,0,1,0,0,0,0,1,57.7
2432,19,4.6,12.2,23.8,6.3,1.0,7.1,0.1,3,6.6,8.6,4.46,1,0,0,0,0,0,0,1,0,95.3
2433,5,12.4,21.3,27.6,3.4,2.2,8.8,3.25,2,4.6,5.4,6.83,1,0,0,0,0,0,0,1,0,64.7
2434,10,6.3,16.7,29.7,3.4,10.5,11.1,0.1,5,4.2,1.4,10.0,0,1,0,0,0,0,1,0,0,47.0
2435,2,0.0,0.0,25.9,1.6,1.2,4.2,0.1,4,5.0,7.7,6.78,0,1,0,0,0,0,0,0,1,54.4
2436,7,18.5,47.9,23.6,1.8,7.3,7.8,4.86,5,5.6,1.0,10.0,0,0,1,0,0,0,1,0,0,63.7
2437,9,16.2,49.6,10.0,0.5,5.8,6.7,4.87,1,5.7,6.5,7.67,0,0,1,0,0,0,0,0,1,78.6
